Actual_cnt,decision_tree(CV)_pred,decision_tree_pred,elastic_net_model(CV)_pred,elastic_net_model_pred,gradient_boost(CV)_pred,gradient_boost_pred,lasso_model(CV)_pred,lasso_model_pred,randomforest_pred,random_forest(CV)_pred,random_forest_pred,ridge_model(CV)_pred,ridge_model_pred
683,33.391615714128,1115.0,-660.4961720568893,-6490.2548697405355,33.9263166613147,1453.2476149929464,-726.3472056236467,-107020.96585756025,47.188290034365025,48.332999515719294,2631.75,-726.3472056236467,-6485.618396177335
1650,33.391615714128,1115.0,-471.50107706766346,-5442.895601977996,33.38908735588808,1453.2476149929464,-523.7465701977738,-84984.59577682849,46.97330639972304,48.01993439550715,2617.47,-523.7465701977738,-5439.6214554261105
1927,33.391615714128,1115.0,-291.8183010605266,-3934.7191652882198,34.19592585342003,1453.2476149929464,-327.8356886790547,-59241.22521890813,47.137562295135915,48.014256451787226,2646.375,-327.8356886790547,-3932.5981724022386
1543,33.391615714128,3606.0,-415.7115469227404,-5284.003384563102,33.051860638115066,1689.9258976336555,-455.47042531083815,-92007.97269005966,47.019919730487175,48.46189873042197,2656.43,-455.47042531083815,-5281.306137839906
981,33.391615714128,3606.0,-403.70303971866787,-4225.610855582132,32.64961675478763,878.0866481958316,-440.6715153325833,-75364.17718630374,45.70569350870015,48.00168975011294,2458.245,-440.6715153325833,-4222.549803717716
986,33.391615714128,3606.0,-439.89557979703267,-4860.436141913532,33.22639694077839,908.7670959715086,-480.0821886669038,-86904.57852145,46.817185313893454,48.005353404555684,2508.5,-480.0821886669038,-4857.284702896899
1416,33.391615714128,3606.0,-440.4054902103312,-4545.333807732652,33.89703476595658,1491.8403363666284,-482.4206446052799,-78752.21669188382,46.933516353886105,48.23956567315263,2645.615,-482.4206446052799,-4542.13667174231
1985,33.391615714128,1115.0,-384.7839287125871,-4312.525142876156,33.9263166613147,1453.2476149929464,-428.208853800301,-66792.39775190613,47.188290034365025,48.332999515719294,2631.75,-428.208853800301,-4309.674998967635
506,33.391615714128,1842.0,-767.977316525709,-7758.757899760178,28.238115490380295,311.1168656703373,-839.2501713798955,-134429.4771322329,45.082829940301046,46.720497661887265,2106.54,-839.2501713798955,-7753.768589891926
431,33.391615714128,3606.0,-484.30982463792054,-4971.29990065268,34.036900719079995,1618.693858000395,-535.3724611094962,-79486.1550860982,47.1780341759282,48.11205338013407,2667.385,-535.3724611094962,-4967.7421246067925
1167,33.391615714128,1115.0,-591.1920594540871,-5839.764350661251,33.13436042096873,1524.4796546262073,-651.1185018721696,-95317.04147612082,46.87669375480892,48.364101802075126,2630.25,-651.1185018721696,-5835.5370578996635
1098,33.391615714128,3606.0,-464.71716332939803,-4940.819184643851,32.64961675478763,878.0866481958316,-513.4990733721494,-79478.2969223883,45.70569350870015,48.00168975011294,2458.245,-513.4990733721494,-4937.330804552533
1096,33.391615714128,3606.0,-468.9136494754006,-4745.936817832694,33.22639694077839,908.7670959715086,-520.3788128596412,-73446.06182237004,46.817185313893454,48.005353404555684,2508.5,-520.3788128596412,-4742.313861348638
1501,33.391615714128,1115.0,-465.2460374427766,-5034.59098563005,34.0187874314001,1326.3940933591798,-512.2222733925772,-83809.62956986096,46.790290378207835,48.141768744805795,2613.855,-512.2222733925772,-5031.31077802956
1360,33.391615714128,1115.0,-600.5167811087953,-5627.582222650493,34.01339750388628,1247.0042941590607,-661.4554966942522,-90534.67967069309,47.23463694406039,48.182070395816226,2608.115,-661.4554966942522,-5623.1659001826765
1526,33.391615714128,1115.0,-583.873212627581,-6445.976414222514,33.580182926355945,1247.0042941590607,-642.2888148588409,-106396.50116617039,47.01965330941839,47.869005275604074,2593.835,-642.2888148588409,-6442.045257992002
1550,33.391615714128,3606.0,-334.96473276758957,-4409.0540275622725,34.24884345663664,1412.4505371665098,-369.2194411946569,-73794.73199976987,47.1780341759282,47.961124260231,2592.57,-369.2194411946569,-4406.751763670636
1708,33.391615714128,1115.0,-364.87125300823277,-4133.3665242629195,33.3254559914366,1318.236333792321,-405.45333911351895,-64055.816243137735,46.92304066450427,48.213172682172065,2608.875,-405.45333911351895,-4130.628404808008
1005,33.391615714128,1115.0,-716.1721122799355,-7025.355984667823,32.42316038820651,368.0067893823637,-786.380223407284,-115821.55718759936,45.70020926546036,47.72826981894119,2358.645,-786.380223407284,-7020.254058057174
1623,33.391615714128,3606.0,-255.37710079051058,-3524.8912609794434,33.43426290752979,702.5237751376226,-290.06374887930485,-48867.263134996705,46.817185313893454,47.85442428465261,2461.67,-290.06374887930485,-3522.791684500006
1712,33.391615714128,3606.0,-391.1934151119971,-4188.693747966915,34.10897750351323,1302.4114913263402,-438.51828292770927,-59122.439804346825,46.933516353886105,48.088636553249565,2576.64,-438.51828292770927,-4185.641686753848
1530,33.391615714128,3606.0,-446.6265895996154,-5665.524128656429,33.9517448881214,1412.4505371665098,-490.0819678600583,-96657.86904689446,47.34420621423334,48.214916302983085,2575.33,-490.0819678600583,-5662.639896065162
1605,33.391615714128,1115.0,-412.59068264875134,-4531.5376176059435,33.580182926355945,1247.0042941590607,-452.55676397426635,-77346.063803285,47.01965330941839,47.869005275604074,2593.835,-452.55676397426635,-4528.585013009152
1538,33.391615714128,3606.0,-357.3223904327904,-4269.92325874724,34.24884345663664,1412.4505371665098,-392.65093031498674,-72437.93197478322,47.1780341759282,47.961124260231,2592.57,-392.65093031498674,-4267.371159169105
1746,33.391615714128,3606.0,-297.9199552517853,-3506.071190380614,33.26380337567171,1483.68257679977,-332.57711425409076,-53094.129863930815,47.019919730487175,48.3109696105189,2587.885,-332.57711425409076,-3503.718844314659
1472,33.391615714128,3606.0,-352.02188475375567,-4355.556863121535,32.85748272153903,601.3886170152601,-390.7129775606721,-68739.88318593269,45.70569350870015,47.85076063020987,2421.98,-390.7129775606721,-4352.904827348363
1589,33.391615714128,3606.0,-172.06283002525896,-3396.5932022588468,33.43426290752979,702.5237751376226,-198.77187846493658,-47651.1984945268,46.817185313893454,47.85442428465261,2461.67,-198.77187846493658,-3395.2521919699184
1913,33.391615714128,3606.0,-50.429662520135814,-3285.2916552552856,34.10897750351323,1302.4114913263402,-68.22023699523335,-43417.822974900606,46.933516353886105,48.088636553249565,2576.64,-68.22023699523335,-3285.146932997083
1815,33.391615714128,3606.0,-107.67522054111618,-2896.5092791550387,33.9517448881214,1412.4505371665098,-126.213641864961,-42124.22138683556,47.34420621423334,48.214916302983085,2575.33,-126.213641864961,-2895.740668558301
2115,33.391615714128,3606.0,-126.77165968234246,-3026.893610983547,33.45639579557872,1412.4505371665098,-150.09474981709081,-40297.82615551294,47.09351035979597,47.93049173608212,2561.675,-150.09474981709081,-3025.9396160629576
2475,33.391615714128,3606.0,-39.16667313373946,-2564.6868226314264,34.24884345663664,1412.4505371665098,-60.80780411984243,-24444.461425879912,47.1780341759282,47.961124260231,2592.57,-60.80780411984243,-2564.285710352876
2927,33.391615714128,3606.0,43.3695872986454,-2271.271605778907,33.26380337567171,1483.68257679977,25.457152616651836,-14816.612195048896,47.019919730487175,48.3109696105189,2587.885,25.457152616651836,-2271.4845596780283
1635,33.391615714128,3606.0,69.87453454168242,-2655.1382177261376,32.85748272153903,601.3886170152601,64.63903265250212,-34946.99300992454,45.70569350870015,47.85076063020987,2421.98,64.63903265250212,-2655.8142549946638
1812,33.391615714128,3606.0,-139.08000596749844,-2924.71889987229,33.43426290752979,702.5237751376226,-162.37602089012202,-40048.263159042544,46.817185313893454,47.85442428465261,2461.67,-162.37602089012202,-2923.525336148473
1107,33.391615714128,1115.0,-378.85309740976663,-5111.072050882303,34.242293118408845,452.34230085649386,-421.0930357052437,-81106.12217254065,46.81549801962328,47.66925602711983,2550.74,-421.0930357052437,-5109.814765665343
1450,33.391615714128,3606.0,-436.91145063253833,-4880.567065696857,33.9517448881214,1412.4505371665098,-481.1484375143086,-80658.6934718054,47.34420621423334,48.214916302983085,2575.33,-481.1484375143086,-4877.453889072252
1917,33.391615714128,3606.0,-158.5333389951464,-2450.372930766967,33.45639579557872,1412.4505371665098,-183.33420478162378,-31726.431117925127,47.09351035979597,47.93049173608212,2561.675,-183.33420478162378,-2448.9233231568955
1807,33.391615714128,1115.0,-445.0302774999244,-5412.941355548366,34.387021423887894,1247.0042941590607,-493.6367557528665,-85280.87633204769,47.18390920483126,47.863327331884165,2622.74,-493.6367557528665,-5409.901870429694
1461,33.391615714128,1115.0,-427.05816825468594,-5802.182847105953,33.3254559914366,1318.236333792321,-475.34248305346387,-90531.82226951598,46.92304066450427,48.213172682172065,2608.875,-475.34248305346387,-5799.435719541668
1969,33.391615714128,3606.0,-253.92868239898493,-3684.222315317527,32.85748272153903,601.3886170152601,-287.44406434120873,-52609.80703221633,45.70569350870015,47.85076063020987,2421.98,-287.44406434120873,-3682.1957112198656
2402,33.391615714128,3606.0,-283.9416475923266,-3827.9999430042108,33.43426290752979,702.5237751376226,-323.94088081690677,-50515.605294637615,46.817185313893454,47.85442428465261,2461.67,-323.94088081690677,-3825.6922490956467
1446,33.391615714128,1115.0,-506.9532409069478,-6305.978321091507,34.209883001867965,1136.965248318891,-564.8777458295485,-95837.67564865628,46.8366372879032,47.990839624902726,2590.22,-564.8777458295485,-6302.624562602868
1851,33.391615714128,3606.0,-287.85960818094446,-4035.5097716683454,33.80178620791288,1674.2230499384527,-323.2576361438231,-60421.4358066105,47.16543180923306,48.365845422886146,2650.145,-323.2576361438231,-4033.4012915749636
2134,33.391615714128,3606.0,-163.2607557879535,-3578.5243262585323,33.20015146140227,1674.2230499384527,-189.52151604619243,-50229.56774515681,46.91473595479572,48.08142085598519,2638.245,-189.52151604619243,-3577.4048710722536
1685,33.391615714128,3606.0,-159.11804911093049,-2906.571304816154,33.994870048531844,1674.2230499384527,-180.46438907278988,-44217.60871356251,46.99925977092792,48.11205338013407,2667.385,-180.46438907278988,-2905.313696807916
1944,33.391615714128,1115.0,-367.0967811988129,-4575.517824476274,33.09232975042058,1579.9322692591559,-408.87061257248206,-70485.55313961032,46.78730655230877,48.364101802075126,2630.25,-408.87061257248206,-4572.878326206569
2077,33.391615714128,1115.0,-419.35640418719646,-5461.384241642004,32.14785118394247,864.2821555809281,-469.9411296063617,-80350.7528847793,45.564475153264866,47.87919893884426,2357.38,-469.9411296063617,-5458.390317438597
605,33.391615714128,1115.0,-655.0666077256632,-7588.993304153841,32.96389857698131,842.0537945372289,-723.2053335811297,-121994.82146473454,46.67596695845818,47.907556476208846,2505.785,-723.2053335811297,-7584.618198424497
1872,33.391615714128,3606.0,-390.282841007301,-5270.489087209405,33.85500409540843,1547.3695283046861,-431.4125880408197,-86138.28965023547,46.75474194888583,48.23956567315263,2645.615,-431.4125880408197,-5267.928201028623
2133,33.391615714128,3606.0,-73.87447755376735,-2091.492449983142,33.80178620791288,1674.2230499384527,-94.44485314778754,-21350.950509201546,47.16543180923306,48.365845422886146,2650.145,-94.44485314778754,-2090.6307159743806
1891,33.391615714128,1115.0,-504.82750348982063,-5781.77729136556,33.34478575926828,1551.9805565661154,-559.3774321900576,-90726.09464627704,46.883919197222916,48.01993439550715,2617.47,-559.3774321900576,-5778.27081492887
623,62.03343792520534,1842.0,390.66765435814233,860.6674364915355,49.76852654585315,1192.5062338027985,408.4820296617204,32957.40579140733,58.33907056757595,55.95114166904959,3047.29,408.4820296617204,858.0983787819678
1977,33.391615714128,1115.0,-352.35714939026036,-4707.306577222466,33.09232975042058,1579.9322692591559,-394.76959355170624,-70336.37909571549,46.78730655230877,48.364101802075126,2630.25,-394.76959355170624,-4704.82333053622
2132,33.391615714128,3606.0,-268.32540361801966,-4058.8160337953063,32.60758608423948,1054.4602335787129,-304.7121263924842,-57020.37661917968,45.526919103699875,48.00168975011294,2458.245,-304.7121263924842,-4056.736053745983
2417,33.391615714128,3606.0,-156.55417641498303,-3502.1655923652293,33.18436627023024,964.2962879095666,-185.07329260569298,-45332.67421684737,46.63841090889318,48.005353404555684,2508.5,-185.07329260569298,-3500.9288547256947
2046,33.391615714128,3606.0,-120.2895266467232,-2585.8678222846165,33.85500409540843,1547.3695283046861,-145.7725977508527,-28753.272080571947,46.75474194888583,48.23956567315263,2645.615,-145.7725977508527,-2584.7401655612416
2056,33.391615714128,1115.0,-327.965996830114,-4336.33938334159,33.88428599076655,1551.9805565661154,-369.3533841581082,-62514.634696746296,47.0989028318649,48.332999515719294,2631.75,-369.3533841581082,-4333.937211861787
2192,33.391615714128,1115.0,-401.5959791084921,-5093.16864959831,33.34478575926828,1551.9805565661154,-450.96670198024657,-73719.41746513706,46.883919197222916,48.01993439550715,2617.47,-450.96670198024657,-5090.322394474257
2744,33.391615714128,3606.0,-153.8371622159397,-3344.7710238984305,33.994870048531844,1674.2230499384527,-184.80320468758717,-38860.42111092506,46.99925977092792,48.11205338013407,2667.385,-184.80320468758717,-3343.5520976479916
3239,33.391615714128,3606.0,83.43540515809572,-1902.8164630399115,33.009829967566915,1702.1747626314932,67.11849744907182,-5790.8748060543085,46.84114532548691,48.46189873042197,2656.43,67.11849744907182,-1903.2126745214123
3117,33.391615714128,3606.0,58.858215877053595,-2429.3697212578154,32.60758608423948,1054.4602335787129,46.36105281089816,-22637.633464749157,45.526919103699875,48.00168975011294,2458.245,46.36105281089816,-2429.7188511862128
2471,33.391615714128,3606.0,-131.35123925264003,-2946.2066710526856,33.18436627023024,964.2962879095666,-156.69048701641685,-36809.121843241184,46.63841090889318,48.005353404555684,2508.5,-156.69048701641685,-2945.019563143192
2077,33.391615714128,1115.0,-318.9427181639877,-4979.578493528717,36.280552580258096,1269.5406996111028,-363.5066950484818,-69189.32163583048,47.53356314905949,48.512401909837074,2742.585,-363.5066950484818,-4977.39075291896
2703,33.391615714128,3606.0,-143.1448447334031,-3438.25502894017,36.08832838251652,1695.6751823986413,-175.17041373668903,-38620.15494035023,47.97816589158464,48.68456677598458,2776.735,-175.17041373668903,-3437.0921729422885
2121,33.391615714128,1115.0,-503.91685156985295,-6006.154429016173,35.678909535982555,1573.432689026304,-561.4649765691028,-91278.48090203581,47.716579170574676,48.39056756053843,2738.84,-561.4649765691028,-6002.637149047523
1865,33.391615714128,1115.0,-557.8611084540464,-6307.323777857737,36.32527046761004,1573.432689026304,-616.878757578341,-100685.55831602454,47.89070238482886,48.32197114355494,2767.91,-616.878757578341,-6303.455258652653
2210,33.391615714128,3606.0,-249.88496109250408,-3845.5174096299024,35.4139186150895,1618.7741711098156,-282.76332421369614,-56530.12194723041,47.67166444187057,48.78062008352039,2778.18,-282.76332421369614,-3843.630041977287
2496,33.391615714128,3606.0,-129.6447290097232,-2839.8059470982625,35.04409084411863,1075.9123660389012,-152.86362352371881,-37640.33731086122,46.354532831629946,48.27413605324735,2601.345,-152.86362352371881,-2838.561363408054
1693,33.391615714128,1115.0,-240.02896829858102,-3537.8764429581606,35.32780905485223,863.5059269974175,-272.1302586841483,-51308.767799911926,47.50572154335635,48.23191459127611,2622.965,-272.1302586841483,-3535.8915100905565
2028,33.391615714128,3606.0,-38.048667916033175,-2128.690521988509,36.15879991481458,1391.7831929834406,-53.46570709531885,-25140.35624317847,47.58526106526952,48.55828702625105,2773.635,-53.46570709531885,-2128.176541834463
2425,33.391615714128,3606.0,-7.364028573446099,-2046.867958117743,36.08832838251652,1695.6751823986413,-21.747589598359596,-21752.187729177625,47.97816589158464,48.68456677598458,2776.735,-21.747589598359596,-2046.5804568788437
1536,33.391615714128,1115.0,-327.40311534093564,-4297.900509229314,35.678909535982555,1573.432689026304,-369.29889727391065,-61650.64257378446,47.716579170574676,48.39056756053843,2738.84,-369.29889727391065,-4295.432070062515
1685,33.391615714128,1842.0,-697.7235657403686,-7144.106175115309,31.20522217807063,388.0981900685836,-767.5063090176891,-117167.73748987516,45.43989401155278,46.5709936847262,2214.285,-767.5063090176891,-7139.368905298904
2227,33.391615714128,1115.0,-423.7126828890484,-5349.528311464108,35.59691332629798,1397.7987361643095,-471.55201966631705,-83002.91536958437,48.57430257050265,48.79086837162613,2767.355,-471.55201966631705,-5346.578690978717
2252,33.391615714128,1115.0,-331.74167088693366,-4446.3892882773935,35.023401011903054,666.1569530231242,-373.6957117904252,-64181.44482237928,47.3068929329276,48.48307937845003,2526.28,-373.6957117904252,-4443.828552714028
3249,33.391615714128,3606.0,-54.67386172079252,-2409.601287080093,35.640831035452706,930.2192284316973,-76.88100074773845,-23174.625384597683,48.11170503093415,48.29356156716557,2640.31,-76.88100074773845,-2408.8427633993538
3115,33.391615714128,3606.0,139.46337760896057,-2148.709968933772,36.40111649512558,1336.254001045383,128.83196140249822,-11633.33407429888,48.18141039425832,48.44886196942521,2798.195,128.83196140249822,-2149.7191643742162
1795,33.391615714128,1115.0,-304.5470949231385,-5184.639976360324,36.319243516392554,1474.699747453135,-344.9571088833231,-76552.27634055124,48.126105072839536,48.52057375257447,2776.85,-344.9571088833231,-5182.719381065052
2808,33.391615714128,3606.0,-76.75501084704001,-2919.6734916547807,35.714031728017375,1640.1459904605836,-99.89639885249767,-33314.13764828001,48.49392455907731,48.53318640384315,2782.025,-99.89639885249767,-2919.0155058636224
3141,33.391615714128,3606.0,-88.60242422596383,-2758.299047296422,36.32540803272495,1640.1459904605836,-116.78102468896498,-25175.989061890938,48.598226351743754,48.35988697264765,2807.86,-116.78102468896498,-2757.3923753542463
1471,33.391615714128,1115.0,-512.3998902444775,-6007.324756061741,35.59691332629798,1397.7987361643095,-569.9064174190121,-91993.48692853923,48.57430257050265,48.79086837162613,2767.355,-569.9064174190121,-6003.741906395262
2455,33.391615714128,1115.0,-488.6694329713854,-5491.725866874951,35.023401011903054,666.1569530231242,-546.2745121217474,-79883.99729383386,47.3068929329276,48.48307937845003,2526.28,-546.2745121217474,-5488.025661397599
2895,33.391615714128,1115.0,-364.55885847749994,-4778.2940225027405,35.39200927996182,764.7729854242486,-415.2903536930584,-62745.54234101922,48.285741954427316,48.24767645075159,2635.265,-415.2903536930584,-4775.460099885342
3348,33.391615714128,1115.0,-98.8277853121374,-3804.4079221485563,36.529682147993334,1170.8077580379338,-131.3369428706013,-39218.90494749203,48.28445352034048,48.40297685301123,2755.03,-131.3369428706013,-3803.764793063364
2034,33.391615714128,1115.0,-216.17774865254094,-4303.086664829653,36.319243516392554,1474.699747453135,-255.42961730963276,-52560.5088594707,48.126105072839536,48.52057375257447,2776.85,-255.42961730963276,-4301.5651620841
2162,33.391615714128,1115.0,-406.5079138536273,-5460.600687417861,35.82732488700492,1474.699747453135,-458.1771259779774,-78153.94880090965,48.59958867543268,48.52361175529797,2754.995,-458.1771259779774,-5457.772345995685
3267,33.391615714128,3606.0,49.464437034552745,-1574.7327465856904,36.32540803272495,1640.1459904605836,30.457657573583575,-704.7955337508865,48.598226351743754,48.35988697264765,2807.86,30.457657573583575,-1574.650048403496
3126,33.391615714128,3606.0,-191.07818288508722,-3799.887669567967,35.56651592733114,645.1155276065144,-227.04928416421848,-45245.1872056508,48.30646443848094,48.285644004132685,2696.765,-227.04928416421848,-3799.6538783880505
795,33.391615714128,1842.0,-525.9957701245611,-6660.108300902838,30.570948839443457,-537.1340385802596,-585.8207750119691,-101876.68058416808,44.0946465417314,46.857349905197545,2082.975,-585.8207750119691,-6656.6336273097895
3744,33.391615714128,3606.0,-23.928078490407373,-2814.3890813908984,35.640831035452706,930.2192284316973,-44.653926381238676,-28824.664965641197,48.11170503093415,48.29356156716557,2640.31,-44.653926381238676,-2814.053940861621
3429,33.391615714128,3606.0,73.97890272134244,-1684.2180431430088,36.40111649512558,1336.254001045383,56.15545319505985,-1382.9122142462866,48.18141039425832,48.44886196942521,2798.195,56.15545319505985,-1684.4038050603642
3204,33.391615714128,1115.0,-62.1409360755511,-2688.6618403846287,36.319243516392554,1474.699747453135,-90.99379078711829,-20272.171224031103,48.126105072839536,48.52057375257447,2776.85,-90.99379078711829,-2687.9527074759076
3944,33.391615714128,3606.0,62.449224697329,-2272.8886407390796,35.714031728017375,1640.1459904605836,41.35755286008476,-8945.797240931515,48.49392455907731,48.53318640384315,2782.025,41.35755286008476,-2273.1403696009843
4189,33.391615714128,3606.0,43.97450986424444,-2388.5710355272577,36.32540803272495,1640.1459904605836,29.17986347108082,-21207.55772792562,48.598226351743754,48.35988697264765,2807.86,29.17986347108082,-2388.821603806038
1683,33.391615714128,1115.0,-395.0610109041956,-5074.478234597387,35.59691332629798,1397.7987361643095,-442.93544683516996,-74880.35019024285,48.57430257050265,48.79086837162613,2767.355,-442.93544683516996,-5071.654892430691
4036,33.391615714128,1115.0,-401.5910636678217,-5471.023861578416,35.023401011903054,666.1569530231242,-455.23451287161504,-74923.27885795024,47.3068929329276,48.48307937845003,2526.28,-455.23451287161504,-5468.082726758829
4191,33.391615714128,1115.0,-134.55385175045197,-3552.799539754979,35.39200927996182,764.7729854242486,-172.0947482595154,-32468.10908606848,48.285741954427316,48.24767645075159,2635.265,-172.0947482595154,-3551.580675762239
4073,33.391615714128,3606.0,-57.21358150599581,-3013.187068545868,36.40111649512558,1336.254001045383,-89.81176903294514,-20364.603872802225,48.18141039425832,48.44886196942521,2798.195,-89.81176903294514,-3012.5608073237026
4400,33.391615714128,3606.0,-60.81827178077523,-3630.3607519167435,36.26808487241735,1640.1459904605836,-92.13034414595342,-33517.38299468853,48.035540481757444,48.53290509711228,2804.83,-92.13034414595342,-3629.951651780945
3872,33.391615714128,1115.0,-181.42581993947664,-4463.431333785067,35.82732488700492,1474.699747453135,-222.35196216361362,-49283.21284330917,48.59958867543268,48.52361175529797,2754.995,-222.35196216361362,-4462.221311456953
4058,33.391615714128,1115.0,-49.02640498411295,-3468.4949377890957,36.491246154489225,1474.699747453135,-78.51694855010753,-31680.6840925206,48.78148169041168,48.31400185623366,2785.95,-78.51694855010753,-3468.167467023962
4595,33.391615714128,3606.0,113.88766598887935,-1662.658456915588,35.54575468232277,1563.244979171758,100.93483116048608,-2881.838709942811,48.49166046975262,48.83675348804012,2802.795,100.93483116048608,-1663.2275479364139
5312,33.391615714128,3606.0,17.295757548792512,-2295.925092034238,35.444916726433185,899.5387806560202,-2.0586389212316973,-16376.625944950509,47.298357679744896,48.586898131983205,2639.985,-2.0586389212316973,-2295.7320061812884
3351,33.391615714128,1115.0,-203.04465389671424,-3461.221636362551,35.56933895827506,813.4698546185867,-242.67347573694212,-36244.315714290715,48.07922946138783,48.35001340496375,2706.09,-242.67347573694212,-3459.3608573293036
4401,33.391615714128,1115.0,-84.68148325114629,-3077.7061871306996,36.57404892116398,1219.5046272322722,-117.22220566950944,-25176.292149169683,47.95288644489838,48.63050072352472,2814.045,-117.22220566950944,-3076.8819685839944
4451,33.391615714128,1115.0,-57.340308860135416,-3627.8868467539396,36.46432450627607,1523.3966166474734,-87.55395801160603,-35032.94345843604,48.330960210055395,48.76542688138417,2831.37,-87.55395801160603,-3627.520888813191
2633,33.391615714128,1115.0,-364.48337657307354,-5448.037325274431,35.84834387064353,1523.3966166474734,-411.6213487901569,-79569.25265689436,48.141115709197436,48.50866637422607,2812.58,-411.6213487901569,-5445.597449818498
4433,33.391615714128,3606.0,26.553753590451954,-2431.911639963195,36.43914788373001,1651.2390925031832,9.222879889057936,-21069.38267790305,48.301806949369045,48.36785625996892,2851.99,9.222879889057936,-2431.9721963195007
4608,33.391615714128,3606.0,-56.67646104900897,-2880.1670760856414,35.65949453332783,1574.3380812143575,-83.23372369808894,-26268.26940472576,48.07618332824618,48.898718897208035,2842.445,-83.23372369808894,-2879.564853392286
4714,33.391615714128,3606.0,91.08777646056168,-1586.8192768324227,35.28562074754146,910.6318826986194,73.79885573314357,1304.0238093129642,47.189150752224705,48.392234866934984,2671.61,73.79885573314357,-1586.966184438261
4333,33.391615714128,3606.0,59.21506323986785,-1523.6635336262705,35.78681957488749,941.3123304742963,37.16222990511535,4613.86147331978,48.11398211116647,48.39589852137773,2695.415,37.16222990511535,-1523.4670657640088
