yr,holiday,workingday,temp,hum,windspeed,cnt,weekend,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3
0,0,1,0.5524602865464329,0.7600688946015424,0.520515849937937,2034,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.44031586846008025,0.8423311053984576,0.4704984607417508,2162,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.5088485684017402,0.5556987146529563,0.1820522055211265,3267,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,0.48288962771292926,0.6902313624678663,0.4205223025975769,3126,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.46315968642427036,0.9134529562982006,0.6564319513440602,795,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0.4953501186114129,0.493144473007712,0.5795113007098133,3744,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.5649207774449164,0.5578406169665809,0.2910403068579815,3429,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.5566133681628974,0.6846611825192802,0.279503858504925,3204,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.6677198273574064,0.6315341902313625,0.4525794455371819,3944,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.4984652413360338,0.41859434447300764,0.6243748084044553,4189,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.3458242278296093,0.7502138817480719,0.4063924210729433,1683,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.4995032002278775,0.9130251928020565,0.4294900564102639,4036,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.6511062548424583,0.833761439588689,0.35001720365645217,4191,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.6822574820886673,0.7986293059125964,0.335912060763026,4073,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.7134087093348764,0.749786118251928,0.6269352567344224,4400,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.6988710546036155,0.8590406169665809,0.5974550545455896,3872,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.6957559318789948,0.7206508997429306,0.6154070545917684,4058,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.5618056547202956,0.4700082262210797,0.4487408345948318,4595,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.515078813850982,0.5175660668380463,0.4384578102229508,5312,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.48911987316217104,0.7836329048843187,0.17309269791884205,3351,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.6106096594223864,0.7506426735218509,0.3320384034264654,4401,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.694717972987151,0.7167948586118251,0.6602643776286085,4451,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.4423930322928575,0.7579259640102828,0.6320808920255642,2633,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.4984652413360338,0.4567269922879177,0.5628044784344075,4433,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.523386223133001,0.6066838046272492,0.4243794675133326,4608,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.5742661456187793,0.5565552699228792,0.2846144474018562,4714,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.5846494726844857,0.6495290488431876,0.1077074648613513,4333,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.5898417592418838,0.6053984575835475,0.31667159034146114,4362,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.5898417592418838,0.5029994858611825,0.192300183498797,4803,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.6023022501403674,0.6508143958868894,0.20254816147646748,4182,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.5929568819665048,0.7686375321336761,0.344846829734103,4864,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.5649207774449164,0.8877460154241645,0.32435087377876204,4105,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.575304104510623,0.948586118251928,0.23204485608610526,3409,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.6272232319373346,0.8916020565552699,0.2692125879226415,4553,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.6459139682850602,0.8101974293059125,0.21538957262571506,3958,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.626185273045491,0.8616113110539846,0.5256181926244657,4123,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.6116476183142302,0.8946015424164524,0.3692246892364071,3855,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.5877645954091065,0.8530416452442159,0.17692512420339032,4575,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.5950340457992819,0.7399311053984575,0.21155920789376742,4917,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.6770651955312693,0.6443876606683804,0.2025646538972724,5805,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.6791423593640464,0.7707794344473007,0.258964609944971,4660,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.7134087093348764,0.8329048843187661,0.4359159158663891,4274,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.7487130181975502,0.761782005141388,0.38076938379986613,4492,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.7497509770893938,0.7159383033419023,0.27179777488381607,4978,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.8089383088571911,0.6966580976863753,0.3654108169252644,4677,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.7757111638272947,0.6722365038560412,0.45001075099681226,4679,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.743520731640152,0.7502138817480719,0.4281850936140728,4758,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.7580583863714129,0.8419023136246786,0.3948827729036948,4788,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0.8400895361034002,0.7043701799485861,0.2243655726488044,4098,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.8920086635301119,0.6546704370179948,0.183348922106915,3982,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.8785102137397847,0.6962293059125964,0.38076938379986613,3974,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.8172457181392101,0.31362467866323906,0.5564033576094897,4968,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.6988710546036155,0.36418200514138815,0.47566058845369746,5312,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.7175617909513411,0.4691516709511568,0.2077020429780117,5342,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.7341753634662893,0.6709511568123393,0.2397591859176167,4906,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.7715568361617401,0.6169665809768637,0.20513334843764208,4548,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.8079003499653474,0.6148246786632391,0.34101440344955475,4833,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.8930466224219555,0.6396740359897173,0.2358937747914585,4401,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.9335432178420273,0.5844041131105397,0.2628300210711291,3915,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.8670876817331447,0.6221079691516709,0.2435977968599668,4586,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.8297062090376938,0.673093059125964,0.27306975283839713,4966,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.789209613617622,0.769066323907455,0.2910403068579815,4460,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.7175617909513411,0.5085686375321337,0.5833334192313585,5020,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.6791423593640464,0.5214221079691516,0.5089794015848805,4891,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.7071784638856345,0.4850046272493573,0.29999775290766534,5180,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.7092543816693221,0.7077974293059125,0.37948915963488256,3767,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
