yr,holiday,workingday,temp,atemp,hum,windspeed,cnt,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3
0,0,1,-1.2772711980257556,-1.4485321364807788,-0.5381098844106209,1.9480417256916862,1872,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-1.1091100701354708,-1.05590623943237,-1.454778862674807,-0.901754172919982,2133,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-1.090889562373749,-1.1528791067932682,1.0364732392392442,0.3830311571262389,1891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-0.5810761471794379,-0.5445880581122534,-4.411486147280982,0.9218275135768789,623,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,-0.9777890267955132,-1.0399405951100336,0.15225663744647475,0.5485683222638524,1977,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-0.9086626179605388,-0.9125224721529263,-0.2340383534934388,0.3911014167370819,2132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-0.6070047005289266,-0.5788343651836649,-0.7061189076972628,1.034514162575003,2417,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-0.9302560790042834,-0.8741435194550021,-0.9199434639932389,-0.6915917002382505,2046,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-0.9730384653658897,-0.9590193409255149,0.19502295387460175,-0.079762722413325,2056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-0.7115881190676296,-0.6596512286168453,1.044236797585405,0.16309398600385397,2192,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-0.43943944282946923,-0.3931293591851666,-0.1754849641206756,0.24653401417228285,2744,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.2438979319725734,0.323335070412108,-0.7213930939819264,0.5233503750318899,3239,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-0.12510425042052978,-0.048074941584888176,-1.7475177061599925,2.2942881440352987,3117,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-0.8904421101988169,-0.9125224721529263,-1.0829922409519266,0.2225427464011685,2471,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,-0.3550609437889129,-0.39680145737930395,0.7693084703061177,1.2692489617198295,2077,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,-0.2936589806387008,-0.20701293081374672,-0.023263013778669933,0.455340683239393,2703,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-0.811410042778712,-0.8376743034433272,1.4871671223066767,0.5652382505160098,2121,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-1.1501103126235932,-1.2497475834028282,1.250171330331391,0.688241919400636,1865,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,-1.263998052857601,-1.3389157069430766,-0.933693041987299,0.5195799497417041,2210,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-1.2548905323262391,-1.3311846507116067,-1.642130036302608,0.24643071484926432,2496,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-1.324809612515984,-1.3755937044574285,-0.9413301351296307,-0.07987893415172126,1693,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,-1.2630085803388873,-1.3311662288143116,-2.2884585638486317,0.28042910453782405,2028,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-1.0544430801513072,-1.114193122473761,-2.2041976088753246,0.4714295527995697,2425,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,-1.0681098276473482,-1.0869164332122923,0.1318957396300284,-0.22723541843802755,1536,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-1.2412237848301984,-1.3311600881818801,2.040578854261773,0.3506984690213571,1685,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,-1.0681098276473482,-1.1722466614827485,0.4099997486943516,0.8809080692460596,2227,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-0.986109342671103,-0.9746226879343829,0.18165979733668572,0.08599395378570333,2252,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,-0.6398868950044011,-0.5869645625231931,-1.0390807118446834,-0.10682714504424823,3249,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.4261194096867849,0.42109393872426004,-1.416719862166977,2.5190158212626796,3115,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,-0.4439932030951499,-0.4667125576138423,0.0996892677216115,2.551245210044543,1795,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-0.5715531575241969,-0.5326752311948179,-1.1034866298168593,0.9371416382144142,2808,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,-0.3164387153651015,-0.24966576368411114,-0.1754849641206756,-0.3637971234688697,3141,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-0.8722216024370955,-0.9203272159735759,1.463876447268195,0.4713779031380603,1471,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-0.8357751202146535,-0.8156294330136394,1.7536925393760012,-0.7412141125334023,2455,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,-0.3756594656149456,-0.2923984247760878,1.6131756462328228,-0.5645206205097593,2895,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.5481306646324391,0.5579563543612723,0.6257353347370745,1.7301059789527906,3348,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.03889671953196021,0.11482989619482734,0.781786370417232,1.0897147383131693,2034,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-0.4531061903255101,-0.3504519637850752,1.343853942989948,0.776433716427929,2162,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-0.1524377454126112,-0.07130495407388777,-0.6146002551931103,-1.030232705924604,3267,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,-0.26632548564661906,-0.19920818699309678,0.30461207883696717,0.46341094285023593,3126,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-0.3528851975875431,-0.3000435121535142,1.8298035145470049,1.9410173717264085,795,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,-0.2116584956624556,-0.17597817450409753,-1.0420104890667186,1.4592293291667644,3744,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.09356370951612365,0.17680115869521895,-0.5999654207722486,-0.3475920421702971,3429,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.05711722729368204,0.09152005548421648,0.26655307832913705,-0.4198499186219417,3204,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.5445663768854717,0.5528903326051466,-0.09644421172763748,0.6641990019680122,3944,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,-0.19799174816641474,-0.12564955109414783,-1.551384226710743,1.7402293126086323,4189,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-0.8676623754724162,-0.9358323128635372,0.7144506752230203,0.3749092478538862,1683,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,-0.19343798790073377,-0.14880587599396733,1.8268807631696262,0.5195799497417041,4036,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.471678879139587,0.47534028562561365,1.2853005536171858,0.02180633694490201,4191,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.608346354099995,0.614959845224445,1.0452555450606926,-0.06654040906691971,4073,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.7450138290604036,0.7352118501337961,0.7115279238456423,1.7562665325073,4400,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.6812338518458803,0.6189021312455759,1.4580239186687811,1.5716189926112094,3872,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.6675671043498397,0.6421567062643019,0.5124576413297007,1.6840603057171648,4058,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.07989696202008309,0.14190394458605074,-1.200091993852795,0.6401560845353884,4595,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-0.12510425042052978,-0.06345108519378444,-0.8751466784591931,0.5757489566331719,5312,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-0.23899199065453733,-0.16057746836547457,0.9427906265806861,-1.0863500631545624,3351,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.29401116169105557,0.35909811369414174,0.7173804524450555,-0.09080283756095828,4401,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.6630133440841585,0.6614996984240554,0.4861107238653544,1.9650215519129004,4451,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,-0.4439932030951499,-0.42802657329433486,0.7671445101517129,1.788495921289163,2633,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,-0.19799174816641474,-0.1991836244633701,-1.2908378034446601,1.3545871149487285,4433,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-0.08865776819808788,-0.0014552601636661313,-0.2662377995571983,0.48757007202125596,4608,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.13456395200424653,0.23498365098527163,-0.6087477265936971,-0.38784004090149354,4714,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.18011795475805006,0.27374332289395886,0.02650806977264396,-1.4958866854702506,4333,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.20289768948445053,0.3125091354350779,-0.2750201053786468,-0.18705198178371757,4362,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.20289768948445053,0.29700403854511664,-0.974674793872507,-0.9660450890838024,4803,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,0.25756467946861394,0.33187669012455817,0.03529037559409247,-0.9018574722430007,4182,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0.2165644369804917,0.3009463245662476,0.8403327339453378,-0.010578000821489292,4864,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0.09356370951612365,0.1224811242046856,1.6541573981180309,-0.13895323450309266,4105,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.1391177122699272,0.16134518686471108,2.0698555489481545,-0.7171066330238921,3409,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0.36689865943694083,0.37854549660523396,1.6805043155823771,-0.48430869618566763,4553,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.44889914441318596,0.4676583544535972,1.1242962974537307,-0.8214260368574939,3958,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0.36234489917126017,0.3940751560249219,1.475588530311679,1.1216729663721081,4123,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.29856492195673684,0.3242500246444269,1.7009987044473094,0.1421113110156621,3855,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.1937847022540906,0.22344540264616802,1.4170351409389157,-1.0623458829680708,4575,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0.22567742421085157,0.33581897614568906,0.6441922286514307,-0.8454173046286083,4917,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.5855666193735946,0.5994547483344838,-0.008621153513150848,-0.901754172919982,5805,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.5946796066039545,0.614959845224445,0.8549675683661996,-0.5484963130264693,4660,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0.7450138290604036,0.7119572751150701,1.2794480250177724,0.5598279484729005,4274,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.899901811782534,0.8011008361255919,0.7934914276160584,0.21442083712881616,4492,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0.9044555720482147,0.866983681484956,0.4802581952659412,-0.46811652730247194,4978,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,1.1641237744729906,1.1073648786550248,0.34852360794421045,0.1182233425675663,4677,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,1.0183487789812207,0.9987984972631374,0.18165979733668572,0.6481101324078354,4679,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0.877122077056133,0.8475608611035905,0.7144506752230203,0.5114063908078419,4758,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.9409020542706563,0.8670328065444094,1.340924165767913,0.30281923280214695,4788,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,1.3007912494333993,1.2080958130641035,0.40121744287290306,-0.7652053803045167,4098,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
