yr,mnth,holiday,weekday,workingday,weathersit,temp,windspeed,cnt,season_2,season_3,season_4
0,3,0,4,1,2,0.285,0.243787,1865,True,False,False
0,3,0,5,1,1,0.264167,0.230725,2210,True,False,False
0,3,0,6,0,1,0.265833,0.209571,2496,True,False,False
0,3,0,0,0,2,0.253043,0.1843,1693,True,False,False
0,3,0,1,1,1,0.264348,0.212204,2028,True,False,False
0,3,0,2,1,1,0.3025,0.226996,2425,True,False,False
0,3,0,3,1,2,0.3,0.172888,1536,True,False,False
0,3,0,4,1,3,0.268333,0.217646,1685,True,False,False
0,4,0,5,1,2,0.3,0.258708,2227,True,False,False
0,4,0,6,0,2,0.315,0.197146,2252,True,False,False
0,4,0,0,0,1,0.378333,0.182213,3249,True,False,False
0,4,0,1,1,1,0.573333,0.385571,3115,True,False,False
0,4,0,2,1,2,0.414167,0.388067,1795,True,False,False
0,4,0,3,1,1,0.390833,0.263063,2808,True,False,False
0,4,0,4,1,1,0.4375,0.162312,3141,True,False,False
0,4,0,5,1,2,0.335833,0.226992,1471,True,False,False
0,4,0,6,0,2,0.3425,0.133083,2455,True,False,False
0,4,0,0,0,2,0.426667,0.146767,2895,True,False,False
0,4,0,1,1,2,0.595652,0.324474,3348,True,False,False
0,4,0,2,1,2,0.5025,0.274879,2034,True,False,False
0,4,0,3,1,2,0.4125,0.250617,2162,True,False,False
0,4,0,4,1,1,0.4675,0.1107,3267,True,False,False
0,4,1,5,0,1,0.446667,0.226375,3126,True,False,False
0,4,0,6,0,3,0.430833,0.340808,795,True,False,False
0,4,0,0,0,1,0.456667,0.303496,3744,True,False,False
0,4,0,1,1,1,0.5125,0.163567,3429,True,False,False
0,4,0,2,1,2,0.505833,0.157971,3204,True,False,False
0,4,0,3,1,1,0.595,0.241925,3944,True,False,False
0,4,0,4,1,1,0.459167,0.325258,4189,True,False,False
0,4,0,5,1,2,0.336667,0.219521,1683,True,False,False
0,4,0,6,0,2,0.46,0.230725,4036,True,False,False
0,4,0,0,0,2,0.581667,0.192175,4191,True,False,False
0,4,0,1,1,1,0.606667,0.185333,4073,True,False,False
0,4,0,2,1,1,0.631667,0.3265,4400,True,False,False
0,4,0,3,1,2,0.62,0.3122,3872,True,False,False
0,4,0,4,1,2,0.6175,0.320908,4058,True,False,False
0,4,0,5,1,1,0.51,0.240063,4595,True,False,False
0,4,0,6,0,1,0.4725,0.235075,5312,True,False,False
0,5,0,0,0,2,0.451667,0.106354,3351,True,False,False
0,5,0,1,1,2,0.549167,0.183454,4401,True,False,False
0,5,0,2,1,2,0.616667,0.342667,4451,True,False,False
0,5,0,3,1,2,0.414167,0.328996,2633,True,False,False
0,5,0,4,1,1,0.459167,0.295392,4433,True,False,False
0,5,0,5,1,1,0.479167,0.228246,4608,True,False,False
0,5,0,6,0,1,0.52,0.16045,4714,True,False,False
0,5,0,0,0,1,0.528333,0.0746375,4333,True,False,False
0,5,0,1,1,1,0.5325,0.176,4362,True,False,False
0,5,0,2,1,1,0.5325,0.115671,4803,True,False,False
0,5,0,3,1,1,0.5425,0.120642,4182,True,False,False
0,5,0,4,1,1,0.535,0.189667,4864,True,False,False
0,5,0,5,1,2,0.5125,0.179725,4105,True,False,False
0,5,0,6,0,2,0.520833,0.13495,3409,True,False,False
0,5,0,0,0,2,0.5625,0.152979,4553,True,False,False
0,5,0,1,1,1,0.5775,0.126871,3958,True,False,False
0,5,0,2,1,2,0.561667,0.277354,4123,True,False,False
0,5,0,3,1,2,0.55,0.201492,3855,True,False,False
0,5,0,4,1,2,0.530833,0.108213,4575,True,False,False
0,5,0,5,1,1,0.536667,0.125013,4917,True,False,False
0,5,0,6,0,1,0.6025,0.12065,5805,True,False,False
0,5,0,0,0,1,0.604167,0.148008,4660,True,False,False
0,5,0,1,1,2,0.631667,0.233842,4274,True,False,False
0,5,0,2,1,2,0.66,0.207092,4492,True,False,False
0,5,0,3,1,1,0.660833,0.154233,4978,True,False,False
0,5,0,4,1,1,0.708333,0.199642,4677,True,False,False
0,5,0,5,1,1,0.681667,0.240679,4679,True,False,False
0,5,0,6,0,1,0.655833,0.230092,4758,True,False,False
0,5,0,0,0,1,0.6675,0.213938,4788,True,False,False
0,5,1,1,0,1,0.733333,0.131225,4098,True,False,False
0,5,0,2,1,1,0.775,0.111329,3982,True,False,False
0,6,0,3,1,2,0.764167,0.207092,3974,True,False,False
0,6,0,4,1,1,0.715,0.292287,4968,True,False,False
0,6,0,5,1,1,0.62,0.253121,5312,True,False,False
0,6,0,6,0,1,0.635,0.123142,5342,True,False,False
0,6,0,0,0,2,0.648333,0.138692,4906,True,False,False
0,6,0,1,1,1,0.678333,0.121896,4548,True,False,False
0,6,0,2,1,1,0.7075,0.187808,4833,True,False,False
0,6,0,3,1,1,0.775833,0.136817,4401,True,False,False
0,6,0,4,1,2,0.808333,0.149883,3915,True,False,False
0,6,0,5,1,1,0.755,0.140554,4586,True,False,False
0,6,0,6,0,1,0.725,0.15485,4966,True,False,False
0,6,0,0,0,1,0.6925,0.163567,4460,True,False,False
0,6,0,1,1,1,0.635,0.30535,5020,True,False,False
0,6,0,2,1,1,0.604167,0.269283,4891,True,False,False
0,6,0,3,1,1,0.626667,0.167912,5180,True,False,False
0,6,0,4,1,2,0.628333,0.206471,3767,True,False,False
0,6,0,5,1,1,0.649167,0.143029,4844,True,False,False
0,6,0,6,0,1,0.696667,0.119408,5119,True,False,False
0,6,0,0,0,2,0.699167,0.102,4744,True,False,False
0,6,0,1,1,2,0.635,0.155475,4010,True,False,False
0,6,0,2,1,2,0.680833,0.171025,4835,False,True,False
0,6,0,3,1,1,0.733333,0.172262,4507,False,True,False
0,6,0,4,1,2,0.728333,0.238804,4790,False,True,False
0,6,0,5,1,1,0.724167,0.222025,4991,False,True,False
0,6,0,6,0,1,0.695,0.209571,5202,False,True,False
0,6,0,0,0,1,0.68,0.0945333,5305,False,True,False
0,6,0,1,1,2,0.6825,0.107588,4708,False,True,False
0,6,0,2,1,1,0.744167,0.144283,4648,False,True,False
0,6,0,3,1,1,0.728333,0.261821,5225,False,True,False
0,6,0,4,1,1,0.696667,0.185312,5515,False,True,False
0,7,0,5,1,1,0.7225,0.102608,5362,False,True,False
0,7,0,6,0,1,0.738333,0.115062,5119,False,True,False
0,7,0,0,0,2,0.716667,0.228858,4649,False,True,False
0,7,1,1,0,2,0.726667,0.0814792,6043,False,True,False
0,7,0,2,1,1,0.746667,0.126258,4665,False,True,False
0,7,0,3,1,1,0.72,0.149883,4629,False,True,False
0,7,0,4,1,1,0.75,0.1592,4592,False,True,False
0,7,0,5,1,2,0.709167,0.225129,4040,False,True,False
0,7,0,6,0,1,0.733333,0.167912,5336,False,True,False
0,7,0,0,0,1,0.7475,0.183471,4881,False,True,False
0,7,0,1,1,1,0.7625,0.282337,4086,False,True,False
0,7,0,2,1,1,0.794167,0.200254,4258,False,True,False
0,7,0,3,1,1,0.746667,0.146133,4342,False,True,False
0,7,0,4,1,1,0.680833,0.240667,5084,False,True,False
0,7,0,5,1,1,0.663333,0.182833,5538,False,True,False
0,7,0,6,0,1,0.686667,0.208342,5923,False,True,False
0,7,0,0,0,1,0.719167,0.245033,5302,False,True,False
0,7,0,1,1,1,0.746667,0.215804,4458,False,True,False
0,7,0,2,1,1,0.776667,0.1306,4541,False,True,False
0,7,0,3,1,1,0.768333,0.113817,4332,False,True,False
0,7,0,4,1,2,0.815,0.222021,3784,False,True,False
0,7,0,5,1,1,0.848333,0.1331,3387,False,True,False
0,7,0,6,0,1,0.849167,0.131221,3285,False,True,False
0,7,0,0,0,1,0.83,0.169171,3606,False,True,False
0,7,0,1,1,1,0.743333,0.0908083,3840,False,True,False
0,7,0,2,1,1,0.771667,0.200258,4590,False,True,False
0,7,0,3,1,1,0.775,0.183463,4656,False,True,False
0,7,0,4,1,1,0.779167,0.178479,4390,False,True,False
0,7,0,5,1,1,0.838333,0.174138,3846,False,True,False
0,7,0,6,0,1,0.804167,0.168537,4475,False,True,False
0,7,0,0,0,1,0.805833,0.164813,4302,False,True,False
0,8,0,1,1,1,0.771667,0.156717,4266,False,True,False
0,8,0,2,1,1,0.783333,0.20585,4845,False,True,False
0,8,0,3,1,2,0.731667,0.135583,3574,False,True,False
0,8,0,4,1,2,0.71,0.19715,4576,False,True,False
0,8,0,5,1,1,0.710833,0.184696,4866,False,True,False
0,8,0,6,0,2,0.716667,0.22825,4294,False,True,False
0,8,0,0,0,1,0.7425,0.201487,3785,False,True,False
0,8,0,1,1,1,0.765,0.192175,4326,False,True,False
0,8,0,2,1,1,0.775,0.151121,4602,False,True,False
0,8,0,3,1,1,0.766667,0.200258,4780,False,True,False
0,8,0,4,1,1,0.7175,0.164796,4792,False,True,False
0,8,0,5,1,1,0.708333,0.125621,4905,False,True,False
0,8,0,6,0,2,0.685833,0.211454,4150,False,True,False
0,8,0,0,0,2,0.676667,0.222633,3820,False,True,False
0,8,0,1,1,1,0.665833,0.208954,4338,False,True,False
0,8,0,2,1,1,0.700833,0.236329,4725,False,True,False
0,8,0,3,1,1,0.723333,0.143667,4694,False,True,False
0,8,0,4,1,1,0.711667,0.233208,3805,False,True,False
0,8,0,5,1,2,0.685,0.139308,4153,False,True,False
0,8,0,6,0,1,0.6975,0.104467,5191,False,True,False
0,8,0,0,0,1,0.710833,0.248754,3873,False,True,False
0,8,0,1,1,1,0.691667,0.27675,4758,False,True,False
0,8,0,2,1,1,0.640833,0.146763,5895,False,True,False
0,8,0,3,1,1,0.673333,0.253108,5130,False,True,False
0,8,0,4,1,2,0.684167,0.210833,3542,False,True,False
0,8,0,5,1,1,0.7,0.0839625,4661,False,True,False
0,8,0,6,0,2,0.68,0.375617,1115,False,True,False
0,8,0,0,0,1,0.707059,0.304659,4334,False,True,False
0,8,0,1,1,1,0.636667,0.159825,4634,False,True,False
0,8,0,2,1,1,0.639167,0.125008,5204,False,True,False
0,8,0,3,1,1,0.656667,0.0833333,5058,False,True,False
0,9,0,4,1,1,0.655,0.141796,5115,False,True,False
0,9,0,5,1,2,0.643333,0.139929,4727,False,True,False
0,9,0,6,0,1,0.669167,0.185325,4484,False,True,False
0,9,0,0,0,1,0.709167,0.206467,4940,False,True,False
0,9,1,1,0,2,0.673333,0.212696,3351,False,True,False
0,9,0,2,1,3,0.54,0.343943,2710,False,True,False
0,9,0,3,1,3,0.599167,0.0970208,1996,False,True,False
0,9,0,4,1,3,0.633913,0.192748,1842,False,True,False
0,9,0,5,1,2,0.65,0.124379,3544,False,True,False
0,9,0,6,0,1,0.66,0.153608,5345,False,True,False
0,9,0,0,0,1,0.653333,0.115054,5046,False,True,False
0,9,0,1,1,1,0.644348,0.088913,4713,False,True,False
0,9,0,2,1,1,0.650833,0.141804,4763,False,True,False
0,9,0,3,1,1,0.673333,0.1673,4785,False,True,False
0,9,0,4,1,2,0.5775,0.271146,3659,False,True,False
0,9,0,5,1,2,0.469167,0.164183,4760,False,True,False
0,9,0,6,0,2,0.491667,0.189675,4511,False,True,False
0,9,0,0,0,1,0.5075,0.178483,4274,False,True,False
0,9,0,1,1,2,0.549167,0.151742,4539,False,True,False
0,9,0,2,1,2,0.561667,0.134954,3641,False,True,False
0,9,0,3,1,2,0.595,0.0964042,4352,False,True,False
0,9,0,4,1,2,0.628333,0.128125,4795,False,True,False
0,9,0,5,1,2,0.609167,0.0783667,2395,False,False,True
0,9,0,6,0,2,0.606667,0.0783833,5423,False,False,True
0,9,0,0,0,2,0.634167,0.0503792,5010,False,False,True
0,9,0,1,1,2,0.649167,0.1107,4630,False,False,True
0,9,0,2,1,2,0.636667,0.118171,4120,False,False,True
0,9,0,3,1,2,0.635,0.148629,3907,False,False,True
0,9,0,4,1,1,0.616667,0.172883,4839,False,False,True
0,9,0,5,1,1,0.564167,0.206475,5202,False,False,True
0,10,0,6,0,2,0.41,0.292296,2429,False,False,True
0,10,0,0,0,2,0.356667,0.222013,2918,False,False,True
0,10,0,1,1,2,0.384167,0.0833458,3570,False,False,True
0,10,0,2,1,1,0.484167,0.205854,4456,False,False,True
0,10,0,3,1,1,0.538333,0.17725,4826,False,False,True
0,10,0,4,1,1,0.494167,0.134954,4765,False,False,True
0,10,0,5,1,1,0.510833,0.0223917,4985,False,False,True
0,10,0,6,0,1,0.521667,0.0454042,5409,False,False,True
0,10,0,0,0,1,0.540833,0.06345,5511,False,False,True
0,10,1,1,0,1,0.570833,0.0423042,5117,False,False,True
0,10,0,2,1,2,0.566667,0.143042,4563,False,False,True
0,10,0,3,1,3,0.543333,0.24815,2416,False,False,True
0,10,0,4,1,2,0.589167,0.141787,2913,False,False,True
0,10,0,5,1,2,0.550833,0.223883,3644,False,False,True
0,10,0,6,0,1,0.506667,0.258083,5217,False,False,True
0,10,0,0,0,1,0.511667,0.281717,5041,False,False,True
0,10,0,1,1,1,0.534167,0.175379,4570,False,False,True
0,10,0,2,1,2,0.5325,0.110087,4748,False,False,True
0,10,0,3,1,3,0.541739,0.243339,2424,False,False,True
0,10,0,4,1,1,0.475833,0.422275,4195,False,False,True
0,10,0,5,1,1,0.4275,0.221396,4304,False,False,True
0,10,0,6,0,1,0.4225,0.0926667,4308,False,False,True
0,10,0,0,0,1,0.421667,0.0995125,4381,False,False,True
0,10,0,1,1,1,0.463333,0.118792,4187,False,False,True
0,10,0,2,1,1,0.471667,0.166658,4687,False,False,True
0,10,0,3,1,2,0.484167,0.148642,3894,False,False,True
0,10,0,4,1,2,0.47,0.197763,2659,False,False,True
0,10,0,5,1,2,0.330833,0.229479,3747,False,False,True
0,10,0,6,0,3,0.254167,0.351371,627,False,False,True
0,10,0,0,0,1,0.319167,0.176617,3331,False,False,True
0,10,0,1,1,1,0.34,0.10635,3669,False,False,True
0,11,0,2,1,1,0.400833,0.135571,4068,False,False,True
0,11,0,3,1,1,0.3775,0.0820917,4186,False,False,True
0,11,0,4,1,1,0.408333,0.136817,3974,False,False,True
0,11,0,5,1,2,0.403333,0.271779,4046,False,False,True
0,11,0,6,0,1,0.326667,0.189062,3926,False,False,True
0,11,0,0,0,1,0.348333,0.0920542,3649,False,False,True
0,11,0,1,1,1,0.395,0.057225,4035,False,False,True
0,11,0,2,1,1,0.408333,0.0690375,4205,False,False,True
0,11,0,3,1,1,0.4,0.0621958,4109,False,False,True
0,11,0,4,1,2,0.38,0.189067,2933,False,False,True
0,11,1,5,0,1,0.324167,0.314675,3368,False,False,True
0,11,0,6,0,1,0.356667,0.212062,4067,False,False,True
0,11,0,0,0,1,0.440833,0.281721,3717,False,False,True
0,11,0,1,1,1,0.53,0.306596,4486,False,False,True
0,11,0,2,1,2,0.53,0.199633,4195,False,False,True
0,11,0,3,1,3,0.456667,0.136829,1817,False,False,True
0,11,0,4,1,2,0.341667,0.305362,3053,False,False,True
0,11,0,5,1,1,0.274167,0.168533,3392,False,False,True
0,11,0,6,0,1,0.329167,0.224496,3663,False,False,True
0,11,0,0,0,2,0.463333,0.18595,3520,False,False,True
0,11,0,1,1,3,0.4475,0.138054,2765,False,False,True
0,11,0,2,1,3,0.416667,0.118792,1607,False,False,True
0,11,0,3,1,2,0.440833,0.335825,2566,False,False,True
0,11,1,4,0,1,0.373333,0.167304,1495,False,False,True
0,11,0,5,1,1,0.375,0.0988958,2792,False,False,True
0,11,0,6,0,1,0.375833,0.0684208,3068,False,False,True
0,11,0,0,0,1,0.459167,0.208954,3071,False,False,True
0,11,0,1,1,1,0.503478,0.142122,3867,False,False,True
0,11,0,2,1,2,0.458333,0.258092,2914,False,False,True
0,11,0,3,1,1,0.325,0.271158,3613,False,False,True
0,12,0,4,1,1,0.3125,0.220158,3727,False,False,True
0,12,0,5,1,1,0.314167,0.100754,3940,False,False,True
0,12,0,6,0,1,0.299167,0.0957833,3614,False,False,True
0,12,0,0,0,1,0.330833,0.0839583,3485,False,False,True
0,12,0,1,1,2,0.385833,0.0622083,3811,False,False,True
0,12,0,2,1,3,0.4625,0.232583,2594,False,False,True
0,12,0,3,1,3,0.41,0.266175,705,False,False,True
0,12,0,4,1,1,0.265833,0.240058,3322,False,False,True
0,12,0,5,1,1,0.290833,0.0827167,3620,False,False,True
0,12,0,6,0,1,0.275,0.233221,3190,False,False,True
0,12,0,0,0,1,0.220833,0.0665417,2743,False,False,True
0,12,0,1,1,1,0.238333,0.06345,3310,False,False,True
0,12,0,2,1,1,0.2825,0.14055,3523,False,False,True
0,12,0,3,1,2,0.3175,0.0609583,3740,False,False,True
0,12,0,4,1,2,0.4225,0.268042,3709,False,False,True
0,12,0,5,1,2,0.375,0.260575,3577,False,False,True
0,12,0,6,0,2,0.258333,0.243167,2739,False,False,True
0,12,0,0,0,1,0.238333,0.169779,2431,False,False,True
0,12,0,1,1,1,0.276667,0.172896,3403,False,False,True
0,12,0,2,1,2,0.385833,0.0615708,3750,False,False,True
0,12,0,3,1,2,0.428333,0.2214,2660,False,False,False
0,12,0,4,1,2,0.423333,0.047275,3068,False,False,False
0,12,0,5,1,1,0.373333,0.274246,2209,False,False,False
0,12,0,6,0,1,0.3025,0.190304,1011,False,False,False
0,12,0,0,0,1,0.274783,0.155091,754,False,False,False
0,12,1,1,0,1,0.321739,0.239465,1317,False,False,False
0,12,0,2,1,2,0.325,0.18845,1162,False,False,False
0,12,0,3,1,1,0.29913,0.293961,2302,False,False,False
0,12,0,4,1,1,0.248333,0.119412,2423,False,False,False
0,12,0,5,1,1,0.311667,0.134337,2999,False,False,False
0,12,0,6,0,1,0.41,0.220154,2485,False,False,False
1,1,0,0,0,1,0.37,0.192167,2294,False,False,False
1,1,1,1,0,1,0.273043,0.329665,1951,False,False,False
1,1,0,2,1,1,0.15,0.365671,2236,False,False,False
1,1,0,3,1,2,0.1075,0.1847,2368,False,False,False
1,1,0,4,1,1,0.265833,0.129987,3272,False,False,False
1,1,0,5,1,1,0.334167,0.167908,4098,False,False,False
1,1,0,6,0,1,0.393333,0.174758,4521,False,False,False
1,1,0,0,0,1,0.3375,0.191542,3425,False,False,False
1,1,0,1,1,2,0.224167,0.0989,2376,False,False,False
1,1,0,2,1,1,0.308696,0.187552,3598,False,False,False
1,1,0,3,1,2,0.274167,0.131221,2177,False,False,False
1,1,0,4,1,2,0.3825,0.180967,4097,False,False,False
1,1,0,5,1,1,0.274167,0.378108,3214,False,False,False
1,1,0,6,0,1,0.18,0.187183,2493,False,False,False
1,1,0,0,0,1,0.166667,0.251258,2311,False,False,False
1,1,1,1,0,1,0.19,0.231358,2298,False,False,False
1,1,0,2,1,2,0.373043,0.34913,2935,False,False,False
1,1,0,3,1,1,0.303333,0.415429,3376,False,False,False
1,1,0,4,1,1,0.19,0.220158,3292,False,False,False
1,1,0,5,1,2,0.2175,0.20275,3163,False,False,False
1,1,0,6,0,2,0.173333,0.222642,1301,False,False,False
1,1,0,0,0,2,0.1625,0.199638,1977,False,False,False
1,1,0,1,1,2,0.218333,0.110708,2432,False,False,False
1,1,0,2,1,1,0.3425,0.123767,4339,False,False,False
1,1,0,3,1,1,0.294167,0.161071,4270,False,False,False
1,1,0,4,1,2,0.341667,0.0733958,4075,False,False,False
1,1,0,5,1,2,0.425,0.342667,3456,False,False,False
1,1,0,6,0,1,0.315833,0.210829,4023,False,False,False
1,1,0,0,0,1,0.2825,0.24005,3243,False,False,False
1,1,0,1,1,1,0.269167,0.215792,3624,False,False,False
1,1,0,2,1,1,0.39,0.261817,4509,False,False,False
1,2,0,3,1,1,0.469167,0.189067,4579,False,False,False
1,2,0,4,1,2,0.399167,0.187187,3761,False,False,False
1,2,0,5,1,1,0.313333,0.178496,4151,False,False,False
1,2,0,6,0,2,0.264167,0.121896,2832,False,False,False
1,2,0,0,0,2,0.265833,0.175996,2947,False,False,False
1,2,0,1,1,1,0.282609,0.1538,3784,False,False,False
1,2,0,2,1,1,0.354167,0.147379,4375,False,False,False
1,2,0,3,1,2,0.256667,0.133721,2802,False,False,False
1,2,0,4,1,1,0.265,0.194037,3830,False,False,False
1,2,0,5,1,2,0.280833,0.116929,3831,False,False,False
1,2,0,6,0,3,0.224167,0.289796,2169,False,False,False
1,2,0,0,0,1,0.1275,0.409212,1529,False,False,False
1,2,0,1,1,1,0.2225,0.167283,3422,False,False,False
1,2,0,2,1,2,0.319167,0.141179,3922,False,False,False
1,2,0,3,1,1,0.348333,0.1816,4169,False,False,False
1,2,0,4,1,2,0.316667,0.091425,3005,False,False,False
1,2,0,5,1,1,0.343333,0.205846,4154,False,False,False
1,2,0,6,0,1,0.346667,0.190929,4318,False,False,False
1,2,0,0,0,2,0.28,0.253112,2689,False,False,False
1,2,1,1,0,1,0.28,0.229083,3129,False,False,False
1,2,0,2,1,1,0.287826,0.205717,3777,False,False,False
1,2,0,3,1,1,0.395833,0.234471,4773,False,False,False
1,2,0,4,1,1,0.454167,0.190913,5062,False,False,False
1,2,0,5,1,2,0.4075,0.237567,3487,False,False,False
1,2,0,6,0,1,0.290833,0.421642,2732,False,False,False
1,2,0,0,0,1,0.279167,0.205229,3389,False,False,False
1,2,0,1,1,1,0.366667,0.268033,4322,False,False,False
1,2,0,2,1,1,0.359167,0.193417,4363,False,False,False
1,2,0,3,1,2,0.344348,0.179117,1834,False,False,False
1,3,0,4,1,1,0.485833,0.226987,4990,False,False,False
1,3,0,5,1,2,0.353333,0.144904,3194,False,False,False
1,3,0,6,0,2,0.414167,0.161079,4066,False,False,False
1,3,0,0,0,1,0.325833,0.334571,3423,False,False,False
1,3,0,1,1,1,0.243333,0.228858,3333,False,False,False
1,3,0,2,1,1,0.258333,0.200875,3956,False,False,False
1,3,0,3,1,1,0.404167,0.345779,4916,False,False,False
1,3,0,4,1,1,0.5275,0.441563,5382,False,False,False
1,3,0,5,1,2,0.410833,0.4148,4569,False,False,False
1,3,0,6,0,1,0.2875,0.22575,4118,False,False,False
1,3,0,0,0,1,0.361739,0.222587,4911,False,False,False
1,3,0,1,1,1,0.466667,0.207713,5298,False,False,False
1,3,0,2,1,1,0.565,0.23695,5847,False,False,False
1,3,0,3,1,1,0.5725,0.115062,6312,False,False,False
1,3,0,4,1,1,0.5575,0.149883,6192,False,False,False
1,3,0,5,1,2,0.435833,0.113192,4378,False,False,False
1,3,0,6,0,2,0.514167,0.110704,7836,False,False,False
1,3,0,0,0,2,0.4725,0.126883,5892,False,False,False
1,3,0,1,1,1,0.545,0.162317,6153,False,False,False
1,3,0,2,1,1,0.560833,0.121271,6093,False,False,False
1,3,0,3,1,2,0.531667,0.0895583,6230,True,False,False
1,3,0,4,1,1,0.554167,0.117562,6871,True,False,False
1,3,0,5,1,2,0.601667,0.1163,8362,True,False,False
1,3,0,6,0,2,0.5025,0.192783,3372,True,False,False
1,3,0,0,0,2,0.4375,0.220775,4996,True,False,False
